ID_LEAD;score;prob_conversao;segmentacao
5796800;0.0013715272;-0.011981436427173295;Muito Baixo
5796801;0.036685456;0.03263985936286578;Muito Baixo
5796803;0.00030481984;-0.011981436427173295;Muito Baixo
5796794;0.0021335748;-0.011981436427173295;Muito Baixo
5796795;0.00038532383;-0.011981436427173295;Muito Baixo
5796796;0.015666222;0.015015925278881797;Muito Baixo
5796797;0.0013715272;-0.011981436427173295;Muito Baixo
5796798;0.011360424;0.0028657147049909047;Muito Baixo
5796799;0.0013715272;-0.011981436427173295;Muito Baixo
5796802;0.00087293464;-0.011981436427173295;Muito Baixo
5796804;0.0024230303;-0.011981436427173295;Muito Baixo
