ID_LEAD;score;prob_conversao;segmentacao
6023875;0.5903569;0.16348836633135075;Médio
6023864;0.8639163;0.3625007858710315;Muito Alto
6023863;0.0010592747;-0.011981436427173295;Muito Baixo
6023865;0.56734365;0.15937654157968886;Médio
6023866;0.096733995;0.05239354405857852;Muito Baixo
6023867;0.030211896;0.024830489137683563;Muito Baixo
6023868;0.021912431;0.015015925278881797;Muito Baixo
6023869;0.001600872;-0.011981436427173295;Muito Baixo
6023870;0.0020017074;-0.011981436427173295;Muito Baixo
6023871;0.01413807;0.0028657147049909047;Muito Baixo
6023872;0.23768999;0.06522658341281515;Baixo
6023873;0.34830934;0.10236335228892388;Baixo
6023874;0.0022884838;-0.011981436427173295;Muito Baixo
6023876;0.021912431;0.015015925278881797;Muito Baixo
6023877;0.030211896;0.024830489137683563;Muito Baixo
6023878;0.24656828;0.06774270258535321;Baixo
6023879;0.023748036;0.015015925278881797;Muito Baixo
6023880;0.0030278882;-0.011981436427173295;Muito Baixo
6023881;0.18789665;0.056720549982726125;Muito Baixo
6023882;0.3022072;0.08357216572655088;Baixo
