ID_LEAD;score;prob_conversao;segmentacao
5818279;0.0009743511;-0.011981436427173295;Muito Baixo
5818285;0.00095787423;-0.011981436427173295;Muito Baixo
5818280;0.0009743511;-0.011981436427173295;Muito Baixo
5818281;0.0009743511;-0.011981436427173295;Muito Baixo
5818282;0.015155228;0.015015925278881797;Muito Baixo
5818283;0.00095787423;-0.011981436427173295;Muito Baixo
5818284;0.0009743511;-0.011981436427173295;Muito Baixo
5818286;0.00374178;-0.011981436427173295;Muito Baixo
5818287;0.0030857862;-0.011981436427173295;Muito Baixo
5818288;0.003910373;-0.011981436427173295;Muito Baixo
5818289;0.005459394;0.0028657147049909047;Muito Baixo
