ID_LEAD;score;prob_conversao;segmentacao
5805030;0.01504561;0.015015925278881797;Muito Baixo
5805026;0.014172999;0.0028657147049909047;Muito Baixo
5805023;0.014172999;0.0028657147049909047;Muito Baixo
5805025;0.014172999;0.0028657147049909047;Muito Baixo
5805027;0.014172999;0.0028657147049909047;Muito Baixo
5805028;0.014172999;0.0028657147049909047;Muito Baixo
5805015;0.0014201298;-0.011981436427173295;Muito Baixo
5805016;0.0003066033;-0.011981436427173295;Muito Baixo
5805017;0.00012004017;-0.011981436427173295;Muito Baixo
5805018;0.015888853;0.015015925278881797;Muito Baixo
5805019;0.00012004017;-0.011981436427173295;Muito Baixo
5805020;0.00065304706;-0.011981436427173295;Muito Baixo
5805021;0.0005153241;-0.011981436427173295;Muito Baixo
5805022;0.014172999;0.0028657147049909047;Muito Baixo
5805024;0.0023970786;-0.011981436427173295;Muito Baixo
5805029;0.003018981;-0.011981436427173295;Muito Baixo
5805031;0.00855755;0.0028657147049909047;Muito Baixo
