ID_LEAD;score;prob_conversao;segmentacao
5683914;0.055429157;0.026683344668971112;Muito Baixo
5683915;0.0019642985;0.0021188823735940783;Muito Baixo
5683916;0.10037805;0.034964124760593164;Muito Baixo
5683917;0.002423655;0.0021188823735940783;Muito Baixo
5683918;0.05884492;0.026683344668971112;Muito Baixo
5683919;0.003606981;0.0021188823735940783;Muito Baixo
5683920;0.100443415;0.034964124760593164;Muito Baixo
5683921;0.0013653816;0.0021188823735940783;Muito Baixo
5683922;0.036727097;0.020577808612719798;Muito Baixo
5683923;0.0013653816;0.0021188823735940783;Muito Baixo
5683924;0.00022538775;0.0021188823735940783;Muito Baixo
5683925;0.0009053262;0.0021188823735940783;Muito Baixo
5683926;0.0071921335;0.0076823447792512285;Muito Baixo
5683927;0.083096236;0.031345053292636496;Muito Baixo
5683928;0.0052564424;0.0076823447792512285;Muito Baixo
