ID_LEAD;score;prob_conversao;segmentacao
5726308;0.038764395;0.07045372492736493;Muito Baixo
5726309;0.038764395;0.07045372492736493;Muito Baixo
5726303;0.008948944;0.03479698722802185;Muito Baixo
5726304;0.004453195;0.017793354216891658;Muito Baixo
5726305;0.10399001;0.09573673266475173;Muito Baixo
5726306;0.010309264;0.03479698722802185;Muito Baixo
5726307;0.0020105373;0.017793354216891658;Muito Baixo
5726310;0.00030437205;0.017793354216891658;Muito Baixo
5726311;0.007545306;0.03479698722802185;Muito Baixo
5726312;0.0059574223;0.03479698722802185;Muito Baixo
5726313;0.018607145;0.04904442476190258;Muito Baixo
5726314;0.20285808;0.08871409797080221;Baixo
5726315;0.13824344;0.0953184874969385;Muito Baixo
5726316;0.003676231;0.017793354216891658;Muito Baixo
5726317;0.47990078;0.14623551807390275;Médio
5726318;0.34807655;0.10264064174246276;Baixo
5726319;0.017189715;0.04904442476190258;Muito Baixo
5726320;0.006041552;0.03479698722802185;Muito Baixo
5726321;0.006163048;0.03479698722802185;Muito Baixo
5726322;0.012583948;0.03479698722802185;Muito Baixo
5726323;0.0022842295;0.017793354216891658;Muito Baixo
5726324;0.08972693;0.09435508262179064;Muito Baixo
5726325;0.0037140641;0.017793354216891658;Muito Baixo
5726326;0.86430305;0.31753185299438913;Muito Alto
5726327;0.014547326;0.03479698722802185;Muito Baixo
5726328;0.00539469;0.03479698722802185;Muito Baixo
5726329;0.0015274495;0.017793354216891658;Muito Baixo
5726330;0.068165295;0.08875829282651672;Muito Baixo
