,corretor_id,cluster,estimativa_penalizada
0,41266296883.0,283,1.070157536246779
1,41266296883.0,283,1.070157536246779
2,41266296883.0,54,0.9759086914213185
3,41266296883.0,54,0.9759086914213185
4,41266296883.0,16,2.9080348326806686
5,41266296883.0,16,2.9080348326806686
6,41266296883.0,195,1.5920324401937047
7,41266296883.0,195,1.5920324401937047
8,41266296883.0,21,0.9759086914213185
9,41266296883.0,21,0.9759086914213185
10,41266296883.0,296,2.7891237690646418
11,41266296883.0,296,2.7891237690646418
12,41266296883.0,86,1.829964008010672
13,41266296883.0,86,1.829964008010672
14,41266296883.0,80,2.628232248145377
15,41266296883.0,80,2.628232248145377
16,41266296883.0,19,3.1150923604982794
17,41266296883.0,19,3.1150923604982794
18,41266296883.0,161,2.5443575068397335
19,41266296883.0,161,2.5443575068397335
20,41266296883.0,275,1.4359078088115806
21,41266296883.0,275,1.4359078088115806
22,41266296883.0,72,3.3181180111728956
23,41266296883.0,72,3.3181180111728956
24,41266296883.0,247,0.9759086914213185
25,41266296883.0,247,0.9759086914213185
26,41266296883.0,198,1.7186491224664369
27,41266296883.0,198,1.7186491224664369
28,41266296883.0,239,3.285662145654923
29,41266296883.0,239,3.285662145654923
30,41266296883.0,177,2.6429990159004513
31,41266296883.0,177,2.6429990159004513
32,41266296883.0,24,0.9981136221591872
33,41266296883.0,24,0.9981136221591872
34,41266296883.0,34,1.7102045657086353
35,41266296883.0,34,1.7102045657086353
36,41266296883.0,359,1.3616055311623976
37,41266296883.0,359,1.3616055311623976
38,41266296883.0,254,1.3272489025842575
39,41266296883.0,254,1.3272489025842575
40,41266296883.0,175,3.078674263139787
41,41266296883.0,175,3.078674263139787
42,41266296883.0,42,3.310404003392947
43,41266296883.0,42,3.310404003392947
44,41266296883.0,210,2.494463495068224
45,41266296883.0,210,2.494463495068224
46,41266296883.0,56,1.3613828902440885
47,41266296883.0,56,1.3613828902440885
48,41266296883.0,234,1.3227768045978183
49,41266296883.0,234,1.3227768045978183
50,41266296883.0,100,2.502142175032353
51,41266296883.0,100,2.502142175032353
52,41266296883.0,90,1.470075019583526
53,41266296883.0,90,1.470075019583526
54,41266296883.0,133,3.084594424662014
55,41266296883.0,133,3.084594424662014
56,41266296883.0,383,3.3973776711367525
57,41266296883.0,383,3.3973776711367525
58,41266296883.0,295,2.6940661581063785
59,41266296883.0,295,2.6940661581063785
60,41266296883.0,392,2.6720613980919525
61,41266296883.0,392,2.6720613980919525
62,41266296883.0,346,1.0453581495230695
63,41266296883.0,346,1.0453581495230695
64,41266296883.0,268,1.0123106123142336
65,41266296883.0,268,1.0123106123142336
66,41266296883.0,142,1.680812989303206
67,41266296883.0,142,1.680812989303206
68,41266296883.0,274,2.195348096211962
69,41266296883.0,274,2.195348096211962
70,41266296883.0,202,2.8447030594743548
71,41266296883.0,202,2.8447030594743548
72,41266296883.0,348,1.7183603548228472
73,41266296883.0,348,1.7183603548228472
74,41266296883.0,14,0.9759086914213185
75,41266296883.0,14,0.9759086914213185
76,41266296883.0,349,2.4275870672582807
77,41266296883.0,349,2.4275870672582807
78,41266296883.0,193,2.2135819343814176
79,41266296883.0,193,2.2135819343814176
80,41266296883.0,336,3.181209830003012
81,41266296883.0,336,3.181209830003012
82,41266296883.0,390,2.721732454021152
83,41266296883.0,390,2.721732454021152
84,41266296883.0,380,1.302466669627692
85,41266296883.0,380,1.302466669627692
