ID_LEAD,score,prob_conversao,segmentacao
5713886,0.007289778,0.03479698722802185,Muito Baixo
5713888,0.004550907,0.017793354216891658,Muito Baixo
5713873,0.032280817999999996,0.06083665759139489,Muito Baixo
5713874,0.0010075661,0.017793354216891658,Muito Baixo
5713875,0.0011168044,0.017793354216891658,Muito Baixo
5713876,0.0010075661,0.017793354216891658,Muito Baixo
5713877,0.010929526,0.03479698722802185,Muito Baixo
5713878,0.0006535673000000001,0.017793354216891658,Muito Baixo
5713879,0.015245756999999999,0.04904442476190258,Muito Baixo
5713880,0.7017671,0.21008044911030602,Alto
5713881,0.0010075661,0.017793354216891658,Muito Baixo
5713882,0.0022927523,0.017793354216891658,Muito Baixo
5713883,2.6410403999999998e-05,0.017793354216891658,Muito Baixo
5713884,0.00265799,0.017793354216891658,Muito Baixo
5713885,0.007289778,0.03479698722802185,Muito Baixo
5713887,0.00019071823000000002,0.017793354216891658,Muito Baixo
5713889,0.0020056465,0.017793354216891658,Muito Baixo
