ID_LEAD,score,prob_conversao,segmentacao
5694571,0.008487266,0.03479698722802185,Muito Baixo
5694565,1.3196632999999999e-05,0.017793354216891658,Muito Baixo
5694566,0.00039717506,0.017793354216891658,Muito Baixo
5694567,0.017444037,0.04904442476190258,Muito Baixo
5694568,0.008487266,0.03479698722802185,Muito Baixo
5694569,0.00019946821,0.017793354216891658,Muito Baixo
5694570,0.0025796487,0.017793354216891658,Muito Baixo
5694572,0.0007389483999999999,0.017793354216891658,Muito Baixo
5694573,0.0020985154,0.017793354216891658,Muito Baixo
5694574,0.0014741296,0.017793354216891658,Muito Baixo
5694575,0.0017124686,0.017793354216891658,Muito Baixo
5694576,0.0010650605,0.017793354216891658,Muito Baixo
5694577,0.0008977464,0.017793354216891658,Muito Baixo
5694578,0.0019735969,0.017793354216891658,Muito Baixo
5694579,0.00020046691999999998,0.017793354216891658,Muito Baixo
