ID_LEAD,score,prob_conversao,segmentacao
5900622,0.0050869584,0.002865714704990905,Muito Baixo
5900626,0.033425134,0.024830489137683563,Muito Baixo
5900684,0.013442463,0.002865714704990905,Muito Baixo
5900604,0.0025987532,-0.011981436427173295,Muito Baixo
5900605,0.0038747447999999997,-0.011981436427173295,Muito Baixo
5900606,0.005109137,0.002865714704990905,Muito Baixo
5900607,0.023383796000000002,0.015015925278881797,Muito Baixo
5900608,0.0018164485999999998,-0.011981436427173295,Muito Baixo
5900609,0.0026555893,-0.011981436427173295,Muito Baixo
5900610,0.0013092908000000001,-0.011981436427173295,Muito Baixo
5900611,0.00250612,-0.011981436427173295,Muito Baixo
5900612,0.0050334786,0.002865714704990905,Muito Baixo
5900613,0.0002739094,-0.011981436427173295,Muito Baixo
5900614,0.0030551853000000003,-0.011981436427173295,Muito Baixo
5900615,0.0015908631,-0.011981436427173295,Muito Baixo
5900616,0.016451672,0.015015925278881797,Muito Baixo
5900617,0.19837388,0.05787118675845454,Muito Baixo
5900618,0.0016862698999999999,-0.011981436427173295,Muito Baixo
5900619,0.37821126,0.1135637261321614,Baixo
5900620,0.026940335,0.024830489137683563,Muito Baixo
5900621,0.0050869584,0.002865714704990905,Muito Baixo
5900623,0.000184052,-0.011981436427173295,Muito Baixo
5900624,0.056384377,0.04341998922905295,Muito Baixo
5900625,0.033425134,0.024830489137683563,Muito Baixo
5900627,0.38932717,0.11713168794883776,Baixo
5900628,0.0011386817,-0.011981436427173295,Muito Baixo
5900629,0.0023372232,-0.011981436427173295,Muito Baixo
5900630,0.034678914,0.024830489137683563,Muito Baixo
5900631,0.04163611,0.03263985936286578,Muito Baixo
5900632,0.034678914,0.024830489137683563,Muito Baixo
5900633,0.034678914,0.024830489137683563,Muito Baixo
5900634,0.034678914,0.024830489137683563,Muito Baixo
5900635,0.04163611,0.03263985936286578,Muito Baixo
5900636,0.034678914,0.024830489137683563,Muito Baixo
5900637,0.034678914,0.024830489137683563,Muito Baixo
5900638,0.034678914,0.024830489137683563,Muito Baixo
5900639,0.034678914,0.024830489137683563,Muito Baixo
5900640,0.027194884,0.024830489137683563,Muito Baixo
5900641,0.034678914,0.024830489137683563,Muito Baixo
5900642,0.034678914,0.024830489137683563,Muito Baixo
5900643,0.034678914,0.024830489137683563,Muito Baixo
5900644,0.034678914,0.024830489137683563,Muito Baixo
5900645,0.034678914,0.024830489137683563,Muito Baixo
5900646,0.034678914,0.024830489137683563,Muito Baixo
5900647,0.034678914,0.024830489137683563,Muito Baixo
5900648,0.034678914,0.024830489137683563,Muito Baixo
5900649,0.027194884,0.024830489137683563,Muito Baixo
5900650,0.034678914,0.024830489137683563,Muito Baixo
5900651,0.034678914,0.024830489137683563,Muito Baixo
5900652,0.034678914,0.024830489137683563,Muito Baixo
5900653,0.034678914,0.024830489137683563,Muito Baixo
5900654,0.034678914,0.024830489137683563,Muito Baixo
5900655,0.034678914,0.024830489137683563,Muito Baixo
5900656,0.034678914,0.024830489137683563,Muito Baixo
5900657,0.034678914,0.024830489137683563,Muito Baixo
5900658,0.024547853999999997,0.015015925278881797,Muito Baixo
5900659,0.034678914,0.024830489137683563,Muito Baixo
5900660,0.034678914,0.024830489137683563,Muito Baixo
5900661,0.020000713,0.015015925278881797,Muito Baixo
5900662,0.034678914,0.024830489137683563,Muito Baixo
5900663,0.034678914,0.024830489137683563,Muito Baixo
5900664,0.034678914,0.024830489137683563,Muito Baixo
5900665,0.034678914,0.024830489137683563,Muito Baixo
5900666,0.034678914,0.024830489137683563,Muito Baixo
5900667,0.017976502,0.015015925278881797,Muito Baixo
5900668,0.04048504,0.03263985936286578,Muito Baixo
5900669,0.008865504,0.002865714704990905,Muito Baixo
5900670,0.005427380999999999,0.002865714704990905,Muito Baixo
5900671,0.013308044,0.002865714704990905,Muito Baixo
5900672,0.034678914,0.024830489137683563,Muito Baixo
5900673,0.008865504,0.002865714704990905,Muito Baixo
5900674,0.034678914,0.024830489137683563,Muito Baixo
5900675,0.034678914,0.024830489137683563,Muito Baixo
5900676,0.034678914,0.024830489137683563,Muito Baixo
5900677,0.034678914,0.024830489137683563,Muito Baixo
5900678,0.027194884,0.024830489137683563,Muito Baixo
5900679,0.012757289,0.002865714704990905,Muito Baixo
5900680,0.008865504,0.002865714704990905,Muito Baixo
5900681,0.016702111999999998,0.015015925278881797,Muito Baixo
5900682,0.016485253000000002,0.015015925278881797,Muito Baixo
5900683,0.009074569000000001,0.002865714704990905,Muito Baixo
5900685,0.0025987532,-0.011981436427173295,Muito Baixo
5900686,0.034678914,0.024830489137683563,Muito Baixo
5900687,0.034678914,0.024830489137683563,Muito Baixo
5900688,0.008865504,0.002865714704990905,Muito Baixo
5900689,0.016832514,0.015015925278881797,Muito Baixo
5900690,0.016832514,0.015015925278881797,Muito Baixo
5900691,0.034678914,0.024830489137683563,Muito Baixo
5900692,0.0023273507,-0.011981436427173295,Muito Baixo
5900693,0.034678914,0.024830489137683563,Muito Baixo
5900694,0.034678914,0.024830489137683563,Muito Baixo
