ID_LEAD,score,prob_conversao,segmentacao
6090506,0.019426264,0.015015925278881797,Muito Baixo
6090513,0.004996421,-0.011981436427173295,Muito Baixo
6090515,0.004996421,-0.011981436427173295,Muito Baixo
6090511,0.009444445,0.002865714704990905,Muito Baixo
6090521,0.004996421,-0.011981436427173295,Muito Baixo
6090525,0.004996421,-0.011981436427173295,Muito Baixo
6090538,0.004854788,-0.011981436427173295,Muito Baixo
6090534,0.0006329773000000001,-0.011981436427173295,Muito Baixo
6090536,0.0006329773000000001,-0.011981436427173295,Muito Baixo
6090547,0.020584416,0.015015925278881797,Muito Baixo
6090542,0.0006329773000000001,-0.011981436427173295,Muito Baixo
6090504,0.019426264,0.015015925278881797,Muito Baixo
6090505,0.0005643516,-0.011981436427173295,Muito Baixo
6090507,0.009444445,0.002865714704990905,Muito Baixo
6090508,0.005150399,0.002865714704990905,Muito Baixo
6090509,0.0005643516,-0.011981436427173295,Muito Baixo
6090510,0.016189689,0.015015925278881797,Muito Baixo
6090512,0.0014206757000000002,-0.011981436427173295,Muito Baixo
6090514,0.004746925,-0.011981436427173295,Muito Baixo
6090516,0.004996421,-0.011981436427173295,Muito Baixo
6090517,0.006228469300000001,0.002865714704990905,Muito Baixo
6090518,0.002516239,-0.011981436427173295,Muito Baixo
6090519,0.030620392000000003,0.024830489137683563,Muito Baixo
6090520,0.008873632,0.002865714704990905,Muito Baixo
6090522,0.00013569536,-0.011981436427173295,Muito Baixo
6090523,0.002055933,-0.011981436427173295,Muito Baixo
6090524,0.22128749,0.060993054602390434,Baixo
6090526,0.024106355,0.015015925278881797,Muito Baixo
6090527,0.0020193195,-0.011981436427173295,Muito Baixo
6090528,0.020694004,0.015015925278881797,Muito Baixo
6090529,0.0007012713,-0.011981436427173295,Muito Baixo
6090530,0.02230499,0.015015925278881797,Muito Baixo
6090531,0.002191248,-0.011981436427173295,Muito Baixo
6090532,0.0006743849000000001,-0.011981436427173295,Muito Baixo
6090533,0.0006329773000000001,-0.011981436427173295,Muito Baixo
6090535,0.0005860461,-0.011981436427173295,Muito Baixo
6090537,0.004854788,-0.011981436427173295,Muito Baixo
6090539,0.00062369707,-0.011981436427173295,Muito Baixo
6090540,0.0008409034,-0.011981436427173295,Muito Baixo
6090541,0.0014110557999999999,-0.011981436427173295,Muito Baixo
6090543,0.0011420845,-0.011981436427173295,Muito Baixo
6090544,0.0031537935,-0.011981436427173295,Muito Baixo
6090545,0.020584416,0.015015925278881797,Muito Baixo
6090546,0.0025455663,-0.011981436427173295,Muito Baixo
6090548,0.023356647999999997,0.015015925278881797,Muito Baixo
6090549,0.018611953,0.015015925278881797,Muito Baixo
6090550,0.007473446999999999,0.002865714704990905,Muito Baixo
6090551,0.00981256,0.002865714704990905,Muito Baixo
6090552,0.004854788,-0.011981436427173295,Muito Baixo
6090553,0.00087730936,-0.011981436427173295,Muito Baixo
6090554,0.002055933,-0.011981436427173295,Muito Baixo
6090555,0.006394374,0.002865714704990905,Muito Baixo
