ID_LEAD,score,prob_conversao,segmentacao
5792004,0.014771606000000001,0.002865714704990905,Muito Baixo
5792011,0.015253435,0.015015925278881797,Muito Baixo
5792006,0.015173229,0.015015925278881797,Muito Baixo
5792018,0.0030266808,-0.011981436427173295,Muito Baixo
5792015,0.0030266808,-0.011981436427173295,Muito Baixo
5792016,0.0030266808,-0.011981436427173295,Muito Baixo
5792017,0.005329604,0.002865714704990905,Muito Baixo
5792014,0.0030266808,-0.011981436427173295,Muito Baixo
5792003,0.07622523,0.049441737634354214,Muito Baixo
5792005,0.018521799999999998,0.015015925278881797,Muito Baixo
5792007,0.27435452,0.07349398397425311,Baixo
5792008,0.0074088294,0.002865714704990905,Muito Baixo
5792009,0.032653893999999996,0.024830489137683563,Muito Baixo
5792010,0.015253435,0.015015925278881797,Muito Baixo
5792012,0.00022359216,-0.011981436427173295,Muito Baixo
5792013,0.0029804134000000005,-0.011981436427173295,Muito Baixo
5792019,0.020097349,0.015015925278881797,Muito Baixo
5792020,0.0006867239,-0.011981436427173295,Muito Baixo
5792021,0.039595187000000004,0.03263985936286578,Muito Baixo
5792022,0.011891203000000001,0.002865714704990905,Muito Baixo
5792023,0.016928455,0.015015925278881797,Muito Baixo
5792024,0.0010626105,-0.011981436427173295,Muito Baixo
